set,indice
train,52826
train,33334
train,27248
train,58482
train,16533
train,11837
train,10851
train,20888
train,2877
train,45540
train,10422
train,4223
train,941
train,53
train,11833
train,30183
train,52558
train,29191
train,39525
train,52766
train,38422
train,1319
train,29668
train,18563
train,61697
train,58192
train,34127
train,56811
train,2637
train,22400
train,14137
train,30274
train,4982
train,29749
train,26917
train,35968
train,42542
train,15246
train,34500
train,10160
train,35111
train,5278
train,30950
train,56821
train,24827
train,15119
train,47505
train,6927
train,8697
train,4739
train,39008
train,13023
train,24416
train,49325
train,3293
train,49137
train,58058
train,10701
train,51222
train,28635
train,30316
train,58649
train,15882
train,20213
train,54617
train,27971
train,9293
train,21776
train,58595
train,53136
train,45833
train,57765
train,39041
train,39955
train,10281
train,50151
train,53593
train,33357
train,56431
train,25011
train,19328
train,5346
train,56674
train,34660
train,48868
train,38175
train,61428
train,4345
train,16962
train,59915
train,25001
train,15625
train,11026
train,11032
train,40171
train,2287
train,23754
train,60381
train,49936
train,15725
train,32349
train,43987
train,57165
train,7638
train,57087
train,43186
train,25530
train,41666
train,31682
train,58539
train,9017
train,46019
train,2739
train,60520
train,31137
train,8081
train,10952
train,15209
train,11173
train,13209
train,10647
train,3445
train,17556
train,4963
train,50388
train,40678
train,25419
train,10144
train,22783
train,19842
train,57961
train,25194
train,52726
train,39860
train,11172
train,16438
train,36508
train,60661
train,38394
train,46715
train,34237
train,15559
train,39934
train,48711
train,54652
train,18762
train,14120
train,19538
train,38405
train,12751
train,45906
train,57134
train,22547
train,55958
train,1282
train,41368
train,28709
train,33106
train,49120
train,28509
train,12164
train,51812
train,28788
train,1775
train,46813
train,59357
train,2951
train,30054
train,18540
train,52470
train,40227
train,57314
train,60687
train,32001
train,2858
train,25984
train,6525
train,58564
train,54399
train,48861
train,49002
train,31844
train,61598
train,44721
train,31475
train,39953
train,29303
train,12320
train,51385
train,31735
train,52828
train,21022
train,60406
train,31092
train,27260
train,2758
train,18480
train,47028
train,14283
train,39225
train,32897
train,59636
train,19371
train,15529
train,11346
train,10389
train,18202
train,44212
train,45730
train,33200
train,52720
train,50467
train,39144
train,31918
train,4645
train,17303
train,40968
train,61266
train,43676
train,40064
train,8118
train,43074
train,33583
train,14843
train,27391
train,12340
train,26835
train,9740
train,37146
train,13452
train,38529
train,57441
train,26947
train,52654
train,19621
train,32333
train,4900
train,52364
train,31987
train,44156
train,43055
train,58140
train,32378
train,20133
train,57352
train,51634
train,49674
train,4696
train,3776
train,20082
train,14772
train,20958
train,36827
train,34992
train,17175
train,12365
train,31764
train,56306
train,10227
train,61796
train,18826
train,57089
train,54619
train,17162
train,33917
train,52791
train,1381
train,4823
train,5906
train,6049
train,42190
train,12868
train,49666
train,31390
train,11664
train,3462
train,59506
train,32138
train,372
train,43719
train,44198
train,5991
train,45348
train,10686
train,29982
train,45456
train,41235
train,58389
train,57887
train,13628
train,48842
train,28341
train,30137
train,29996
train,18281
train,17856
train,39513
train,61799
train,9480
train,35836
train,3723
train,19505
train,56419
train,37326
train,44806
train,12949
train,9819
train,31144
train,9602
train,57617
train,30706
train,17127
train,21977
train,2875
train,55365
train,26855
train,56519
train,43097
train,1592
train,25128
train,11850
train,39428
train,2457
train,59983
train,27380
train,16156
train,37704
train,20009
train,48224
train,50103
train,19590
train,35373
train,24055
train,9514
train,30457
train,32455
train,36280
train,17304
train,51285
train,61550
train,14720
train,3898
train,17007
train,7558
train,27762
train,14670
train,2466
train,30817
train,27782
train,55456
train,33930
train,1878
train,13206
train,7583
train,36526
train,25829
train,17723
train,21137
train,19468
train,18201
train,52492
train,39531
train,58266
train,17805
train,23286
train,24504
train,55914
train,59515
train,19863
train,45128
train,60054
train,23571
train,61341
train,57595
train,53134
train,24408
train,8974
train,31298
train,19082
train,14657
train,46708
train,29529
train,44309
train,19137
train,22401
train,38631
train,22602
train,43214
train,35916
train,14646
train,51892
train,11316
train,42792
train,43448
train,31116
train,51573
train,21007
train,37160
train,51320
train,57936
train,13502
train,18859
train,41893
train,25096
train,30057
train,20358
train,57643
train,2610
train,20933
train,120
train,25021
train,48520
train,60908
train,1528
train,20454
train,21604
train,42303
train,41861
train,2085
train,60563
train,23414
train,40407
train,16754
train,15554
train,33395
train,5087
train,24849
train,41450
train,47318
train,3490
train,37462
train,21191
train,58637
train,54872
train,50137
train,41738
train,21139
train,39213
train,21094
train,52451
train,11190
train,55927
train,36007
train,48200
train,2940
train,19318
train,19411
train,52714
train,39826
train,2495
train,10969
train,58898
train,18682
train,1679
train,10038
train,14950
train,49714
train,13247
train,42381
train,14833
train,29918
train,50130
train,61545
train,44593
train,21556
train,3780
train,61576
train,5036
train,13135
train,59632
train,60881
train,15478
train,30169
train,48065
train,1776
train,14945
train,5869
train,35580
train,55148
train,45102
train,35784
train,10098
train,34042
train,55850
train,51228
train,7451
train,961
train,13888
train,61634
train,44310
train,920
train,10914
train,16839
train,13707
train,17469
train,27194
train,46474
train,38347
train,58932
train,37628
train,54074
train,15898
train,40365
train,60882
train,8402
train,15327
train,45404
train,35608
train,40380
train,52605
train,43854
train,50659
train,45858
train,57607
train,60776
train,51098
train,56895
train,48541
train,23307
train,28328
train,60445
train,23052
train,30823
train,30081
train,19577
train,29604
train,24198
train,27231
train,38533
train,48080
train,10820
train,44061
train,58274
train,8496
train,57275
train,4952
train,30931
train,49738
train,9142
train,14716
train,7522
train,38209
train,49336
train,24708
train,20797
train,46948
train,22705
train,19249
train,7004
train,3079
train,25831
train,13595
train,59763
train,7958
train,20988
train,24922
train,48576
train,44459
train,59872
train,7547
train,11934
train,2311
train,18531
train,3283
train,26094
train,9037
train,40172
train,47473
train,21850
train,32768
train,33419
train,17392
train,10569
train,20074
train,35148
train,62073
train,12316
train,29794
train,55204
train,37837
train,49803
train,11857
train,38103
train,13218
train,4815
train,41722
train,42020
train,34335
train,7988
train,5029
train,19980
train,24404
train,49309
train,56134
train,44358
train,11858
train,4045
train,19383
train,26423
train,54477
train,43605
train,23291
train,29874
train,47099
train,30083
train,28326
train,54737
train,38365
train,41492
train,58442
train,40025
train,16271
train,20523
train,32213
train,47175
train,7410
train,26368
train,46864
train,50250
train,38673
train,47140
train,9595
train,55955
train,33140
train,44528
train,45546
train,13665
train,3984
train,34540
train,19647
train,30430
train,12042
train,34401
train,44438
train,48139
train,25101
train,47311
train,43375
train,28072
train,4731
train,42798
train,19309
train,20275
train,45840
train,23709
train,12149
train,58808
train,16118
train,30143
train,17309
train,55516
train,34492
train,27158
train,24359
train,7635
train,4192
train,10777
train,50041
train,56310
train,2537
train,2288
train,1566
train,27404
train,43711
train,58550
train,40548
train,12438
train,47423
train,7966
train,11262
train,2328
train,23859
train,45723
train,34191
train,60688
train,40694
train,4289
train,45006
train,49664
train,17325
train,6532
train,4929
train,34915
train,5325
train,50729
train,55834
train,22086
train,59265
train,5114
train,52968
train,1717
train,60885
train,8874
train,37473
train,48293
train,52708
train,43693
train,1440
train,7688
train,18890
train,28470
train,52896
train,2687
train,52210
train,28178
train,21473
train,54897
train,30386
train,21074
train,44576
train,42972
train,10577
train,27008
train,8889
train,15301
train,23214
train,55771
train,45042
train,59651
train,22342
train,33235
train,722
train,34092
train,49988
train,53740
train,36779
train,20121
train,48587
train,5267
train,22857
train,4112
train,23948
train,59641
train,55351
train,42770
train,45898
train,50445
train,2949
train,40560
train,20305
train,35225
train,7168
train,29011
train,34098
train,35443
train,31888
train,11240
train,32766
train,18727
train,57104
train,61287
train,58535
train,15492
train,32335
train,12134
train,309
train,19992
train,34379
train,49886
train,12466
train,9906
train,36843
train,51933
train,56068
train,29015
train,7691
train,22887
train,41338
train,15965
train,44471
train,52734
train,33881
train,52596
train,37157
train,35921
train,35752
train,1870
train,27185
train,54564
train,3398
train,46191
train,55176
train,59536
train,40722
train,52383
train,7018
train,46837
train,5028
train,58629
train,49535
train,44040
train,54297
train,21552
train,32715
train,50651
train,10731
train,2717
train,10878
train,1046
train,29584
train,2309
train,30412
train,17659
train,47644
train,9123
train,31367
train,51606
train,43464
train,34729
train,11343
train,18544
train,54082
train,10837
train,54773
train,14417
train,57509
train,31981
train,21054
train,35915
train,55930
train,21265
train,29288
train,39522
train,26329
train,31997
train,45423
train,37741
train,6575
train,4290
train,39904
train,54441
train,10184
train,599
train,3735
train,41680
train,35615
train,33055
train,41806
train,4956
train,27030
train,37200
train,23309
train,33208
train,61220
train,17275
train,29981
train,54972
train,2151
train,32895
train,31729
train,39782
train,20257
train,46914
train,14237
train,2930
train,2183
train,32621
train,56650
train,17110
train,58909
train,44176
train,48928
train,55511
train,60811
train,40214
train,2238
train,24641
train,41846
train,41311
train,19444
train,26069
train,26258
train,22800
train,25473
train,8306
train,20428
train,26331
train,6874
train,58505
train,36104
train,38270
train,4313
train,50062
train,25100
train,8121
train,13422
train,46232
train,20804
train,41844
train,49890
train,9568
train,61345
train,7809
train,32643
train,7600
train,61278
train,40702
train,38912
train,53846
train,12484
train,48454
train,23395
train,23232
train,5990
train,58045
train,41454
train,51449
train,53152
train,28065
train,26580
train,514
train,35191
train,13394
train,60380
train,46685
train,35654
train,35947
train,51581
train,38724
train,42885
train,11576
train,5901
train,47582
train,36158
train,16139
train,5261
train,29340
train,1437
train,12299
train,41433
train,25386
train,23071
train,34590
train,40684
train,54476
train,45932
train,50763
train,41131
train,17279
train,30518
train,60528
train,34697
train,61335
train,17653
train,53781
train,40034
train,57546
train,31319
train,50648
train,44580
train,17787
train,20400
train,45848
train,23437
train,50770
train,33947
train,60033
train,15434
train,24349
train,39430
train,57738
train,51916
train,34079
train,56242
train,43552
train,34150
train,61520
train,12486
train,41939
train,41753
train,15030
train,30944
train,53091
train,9884
train,53267
train,25499
train,24304
train,30464
train,49692
train,61952
train,61424
train,42977
train,58779
train,47547
train,57470
train,33529
train,805
train,19961
train,51177
train,8729
train,955
train,14299
train,8442
train,12046
train,8100
train,20892
train,26074
train,19368
train,24920
